state/ut,PC,candidate_name,party,evm_votes,postal_votes,total_votes,Rank,Status
Andhra Pradesh,Khammam ,NAGARJUNA CHERUKURU,Jai Samaikyandhra Party,4994,8,5002,5,Lost
Andhra Pradesh,Khammam ,PONGULETI  SRINIVASA REDDY,Yuvajana Sramika Rythu Congress Party,418609,3825,422434,6,Lost
Andhra Pradesh,Khammam ,MEDARAMETLA  RAMA RAO,Pyramid Party of India,4136,3,4139,7,Lost
Andhra Pradesh,Khammam ,KANAKAM TIRUMALA RAO,Independent,917,0,917,8,Lost
Andhra Pradesh,Khammam ,KALTHI RAMULAMMA,Independent,983,0,983,9,Lost
Andhra Pradesh,Khammam ,KALTHI VENKATESWARLU,Independent,1063,0,1063,10,Lost
Andhra Pradesh,Khammam ,KAKI BHASKAR,Independent,5368,0,5368,11,Lost
Andhra Pradesh,Khammam ,GUGULOTHU RANJITH KUMAR,Independent,1434,0,1434,12,Lost
Andhra Pradesh,Khammam ,GUGULOTHU SARVAN,Independent,1491,0,1491,13,Lost
Andhra Pradesh,Khammam ,GOKINEPALLI VENKATESWARA RAO (GVR),Independent,8041,14,8055,14,Lost
Andhra Pradesh,Khammam ,JERRIPOTHULA SRINIVAS,Independent,1116,0,1116,15,Lost
Andhra Pradesh,Khammam ,NAGIREDDY RAJI REDDY (RAJANNA),Independent,4484,0,4484,16,Lost
Andhra Pradesh,Khammam ,BACHALA LAXMAIAH,Independent,6506,0,6506,17,Lost
Andhra Pradesh,Khammam ,BANOTH KISHAN NAYAK,Independent,1617,0,1617,18,Lost
Andhra Pradesh,Khammam ,BANOTH LAXMA NAIK,Independent,1342,0,1342,19,Lost
Andhra Pradesh,Khammam ,BUSIREDDY SHANKAR REDDY,Independent,964,0,964,20,Lost
Andhra Pradesh,Khammam ,MARIKANTI VASUDASU,Independent,879,0,879,21,Lost
Andhra Pradesh,Khammam ,MUDIGE NAGESWARA RAO,Independent,1202,0,1202,22,Lost
Andhra Pradesh,Khammam ,MOKALLA RAMESH,Independent,5401,0,5401,23,Lost
Andhra Pradesh,Khammam ,RAMESH KOMMU,Independent,1273,1,1274,24,Lost
Andhra Pradesh,Khammam ,RAMU KANDULA,Independent,1021,0,1021,25,Lost
Andhra Pradesh,Khammam ,LINGALA RAVI KUMAR,Independent,9459,1,9460,26,Lost
Andhra Pradesh,Khammam ,SANAPA POMMAIAH,Independent,889,0,889,27,Lost
Andhra Pradesh,Khammam ,None of the Above,NOTA,4978,13,4991,28,Lost
Andhra Pradesh,Aruku ,KISHORE CHANDRA DEO,Indian National Congress,52574,310,52884,1,Won
Andhra Pradesh,Aruku ,GUMMIDI SANDHYARANI,Telugu Desam,319846,1947,321793,2,Lost
Andhra Pradesh,Aruku ,MIDIYAM BABURAO,Communist Party of India  (Marxist),38254,644,38898,3,Lost
Andhra Pradesh,Aruku ,KOTHAPALLI GEETHA,Yuvajana Sramika Rythu Congress Party,410730,2461,413191,4,Lost
Andhra Pradesh,Aruku ,BURJABARIKI DHANARAJU,Aam Aadmi Party,8539,30,8569,5,Lost
Andhra Pradesh,Aruku ,IILLA RAMI REDDY,Independent,5685,7,5692,6,Lost
Andhra Pradesh,Aruku ,KANGALA BALUDORA,Independent,23197,18,23215,7,Lost
Andhra Pradesh,Aruku ,CHETTI SANKARARAO,Independent,8934,17,8951,8,Lost
Andhra Pradesh,Aruku ,BIDDIKA RAMAIAH,Independent,7581,6,7587,9,Lost
Andhra Pradesh,Aruku ,VANUGU SANKARARAO,Independent,4591,23,4614,10,Lost
Andhra Pradesh,Aruku ,SALLANGI RATNAM,Independent,7648,40,7688,11,Lost
Andhra Pradesh,Aruku ,None of the Above,NOTA,16496,36,16532,12,Lost
Andhra Pradesh,Srikakulam,KILLI KRUPARANI,Indian National Congress,24038,133,24171,1,Won
Andhra Pradesh,Srikakulam,BODDEPALLI RAJARAO,Bahujan Samaj Party,8036,13,8049,2,Lost
Andhra Pradesh,Srikakulam,RAMMOHAN NAIDU KINJARAPU,Telugu Desam,552348,4197,556545,3,Lost
Andhra Pradesh,Srikakulam,KADIYAM JAYALAKSHMI,Pyramid Party of India,5023,3,5026,4,Lost
Andhra Pradesh,Srikakulam,JAIDEV INJARAPU,Aam Aadmi Party,2517,42,2559,5,Lost
Andhra Pradesh,Srikakulam,PAIDI RAJA RAO,Jai Samaikyandhra Party,11334,89,11423,6,Lost
Andhra Pradesh,Srikakulam,REDDY SHANTHI,Yuvajana Sramika Rythu Congress Party,426135,2718,428853,7,Lost
Andhra Pradesh,Srikakulam,VASUDEVA RAO BODDU,Communist Party of India (Marxist-Lenninist) (Liberation),5128,4,5132,8,Lost
Andhra Pradesh,Srikakulam,KINJARAPU TEJESWARA RAO,Independent,2074,1,2075,9,Lost
Andhra Pradesh,Srikakulam,TOTA TEJESWARA RAO,Independent,2143,1,2144,10,Lost
Andhra Pradesh,Srikakulam,None of the Above,NOTA,6100,38,6138,11,Lost
Andhra Pradesh,Vizianagaram,ASHOK GAJAPATHI RAJU PUSAPATI,Telugu Desam,534357,2192,536549,1,Won
Andhra Pradesh,Vizianagaram,JHANSI LAKSHMI BOTCHA,Indian National Congress,122091,396,122487,2,Lost
Andhra Pradesh,Vizianagaram,BONU KRISHNA,Bahujan Samaj Party,4091,1,4092,3,Lost
Andhra Pradesh,Vizianagaram,TADIVAKA RAMESH NAIDU,Jai Samaikyandhra Party,3346,42,3388,4,Lost
Andhra Pradesh,Vizianagaram,NARU SIMHADRI NAIDU,Aam Aadmi Party,2476,29,2505,5,Lost
Andhra Pradesh,Vizianagaram,PRASADA RAO NANDA,Pyramid Party of India,6396,5,6401,6,Lost
Andhra Pradesh,Vizianagaram,VENKATA SWETHA CHALAPATHI KUMARA KRISHNA RANGARAO RAVU,Yuvajana Sramika Rythu Congress Party,427629,2009,429638,7,Lost
Andhra Pradesh,Vizianagaram,YELLA RAO SIYYADULA,Independent,5125,0,5125,8,Lost
Andhra Pradesh,Vizianagaram,HARIKISHAN KUPPILI,Independent,3573,30,3603,9,Lost
Andhra Pradesh,Vizianagaram,None of the Above,NOTA,6506,22,6528,10,Lost
Andhra Pradesh,Visakhapatnam,IMANDI VENKATA KURMARAO,Bahujan Samaj Party,14941,6,14947,1,Won
Andhra Pradesh,Visakhapatnam,KAMBHAMPATI HARI BABU,Bharatiya Janata Party,565326,1506,566832,2,Lost
Andhra Pradesh,Visakhapatnam,BOLISETTI SATYANARAYANA (SATYA),Indian National Congress,50605,27,50632,3,Lost
Andhra Pradesh,Visakhapatnam,KUNA RAMAM,Aam Aadmi Party,6147,28,6175,4,Lost
Andhra Pradesh,Visakhapatnam,DADI JYOTHI BHAVANI,Pyramid Party of India,2715,2,2717,5,Lost
Andhra Pradesh,Visakhapatnam,DR|| BHAVANI SANKAR SASTRY.A,ICSP,1907,3,1910,6,Lost
Andhra Pradesh,Visakhapatnam,JT RAMARAO,sps,4316,7,4323,7,Lost
Andhra Pradesh,Visakhapatnam,Y.S VIJAYAMMA,Yuvajana Sramika Rythu Congress Party,474628,1716,476344,8,Lost
Andhra Pradesh,Visakhapatnam,SABBAM HARI,Jai Samaikyandhra Party,6598,46,6644,9,Lost
Andhra Pradesh,Visakhapatnam,UMAMAHESWARARAO ARETI,Independent,1750,1,1751,10,Lost
Andhra Pradesh,Visakhapatnam,KUTIKUPPALA SURYA RAO,Independent,1879,10,1889,11,Lost
Andhra Pradesh,Visakhapatnam,KURADA SATYANARAYANA PATNAIK,Independent,1925,2,1927,12,Lost
Andhra Pradesh,Visakhapatnam,GEDELA KRISHNARAO,Independent,1117,1,1118,13,Lost
Andhra Pradesh,Visakhapatnam,CHANDRASEKHAR BUDDA,Independent,1347,1,1348,14,Lost
Andhra Pradesh,Visakhapatnam,CHALAPATHIRAO RONANKI,Independent,1593,1,1594,15,Lost
Andhra Pradesh,Visakhapatnam,TANUKU DIVAKAR,Independent,5418,0,5418,16,Lost
Andhra Pradesh,Visakhapatnam,DURGAPRASAD GUNTU,Independent,2610,1,2611,17,Lost
Andhra Pradesh,Visakhapatnam,NAGENDRA SAIRAM,Independent,2377,0,2377,18,Lost
Andhra Pradesh,Visakhapatnam,J. PADMAJA,Independent,1539,1,1540,19,Lost
Andhra Pradesh,Visakhapatnam,BRAHMA SWAROOP KASIBHATTA,Independent,991,3,994,20,Lost
Andhra Pradesh,Visakhapatnam,SREENADH REDDY,Independent,1378,1,1379,21,Lost
Andhra Pradesh,Visakhapatnam,SEEMAKURTHI SRINUVASU (BHAGHAVAN SRINU),Independent,1759,0,1759,22,Lost
Andhra Pradesh,Visakhapatnam,None of the Above,NOTA,7312,17,7329,23,Lost
Andhra Pradesh,Anakapalli,KARANAM TIRUPATHI RAO,Bahujan Samaj Party,14819,15,14834,1,Won
Andhra Pradesh,Anakapalli,MUTTAMSETTI SRINIVASA RAO (AVANTHI),Telugu Desam,566667,1796,568463,2,Lost
Andhra Pradesh,Anakapalli,VIJAYA LAKSHMI THOTA,Indian National Congress,17697,73,17770,3,Lost
Andhra Pradesh,Anakapalli,KONDARAJU JAMPANA,Jai Samaikyandhra Party,6215,46,6261,4,Lost
Andhra Pradesh,Anakapalli,GUDIVADA AMARNADH,Yuvajana Sramika Rythu Congress Party,518566,1965,520531,5,Lost
Andhra Pradesh,Anakapalli,VADLAMURI KRISHNA SWAROOP,DABAP,5501,5,5506,6,Lost
Andhra Pradesh,Anakapalli,SARISA LEELA PRASANNA KUMARI,Pyramid Party of India,2871,4,2875,7,Lost
Andhra Pradesh,Anakapalli,APPALARAJU SADARAM,Independent,3225,3,3228,8,Lost
Andhra Pradesh,Anakapalli,None of the Above,NOTA,8559,45,8604,9,Lost
Andhra Pradesh,Kakinada,THOTA NARASIMHAM,Telugu Desam,512045,2357,514402,1,Won
Andhra Pradesh,Kakinada,MALLIPUDI MANGAPATI PALLAM RAJU,Indian National Congress,19528,226,19754,2,Lost
Andhra Pradesh,Kakinada,MUTHABATHULA RATNA KUMAR,Bahujan Samaj Party,2469,42,2511,3,Lost
Andhra Pradesh,Kakinada,ARJUNARAO YEGUPATI,Communist Party of India (Marxist-Lenninist) (Liberation),1489,6,1495,4,Lost
Andhra Pradesh,Kakinada,KOLA VENKATA PRASAD VARMA,Rashtriya Janata Dal,3459,14,3473,5,Lost
Andhra Pradesh,Kakinada,CHALAMALASETTY SUNIL,Yuvajana Sramika Rythu Congress Party,508068,2903,510971,6,Lost
Andhra Pradesh,Kakinada,TEKUMUDI VENKATA RAO,Pyramid Party of India,3819,7,3826,7,Lost
Andhra Pradesh,Kakinada,TUMMALAPALLI SATYA RAMAKRISHNA,Jai Samaikyandhra Party,6263,179,6442,8,Lost
Andhra Pradesh,Kakinada,MOTHA SARADA,Republican Party of India (Khobragade),6835,1,6836,9,Lost
Andhra Pradesh,Kakinada,ROKKAM DAYAKAR,Republican Paksha (Khoripa),1834,3,1837,10,Lost
Andhra Pradesh,Kakinada,SRINIVAS DANGETI,Aam Aadmi Party,2266,90,2356,11,Lost
Andhra Pradesh,Kakinada,KARRA VENKATA APPALA NARASIMHA RAO,Independent,1904,3,1907,12,Lost
Andhra Pradesh,Kakinada,KUNCHE RAMADAS,Independent,1117,5,1122,13,Lost
Andhra Pradesh,Kakinada,GUTTULA ANNAPURNA SESHAGIRI RAO (BATHPARTY-SESHU),Independent,1413,4,1417,14,Lost
Andhra Pradesh,Kakinada,CHAGANTI SURYANARAYANA MURTY,Independent,1230,6,1236,15,Lost
Andhra Pradesh,Kakinada,JALLURI VENKATESWARLU (J.V),Independent,6634,2,6636,16,Lost
Andhra Pradesh,Kakinada,DONKA LEELAVATHI,Independent,3754,2,3756,17,Lost
Andhra Pradesh,Kakinada,DONAM NEELAKANTAM,Independent,1693,4,1697,18,Lost
Andhra Pradesh,Kakinada,PEPAKAYALA SUBHA RAJENDRA,Independent,1158,3,1161,19,Lost
Andhra Pradesh,Kakinada,PRABHAKARA RAO MADIKI,Independent,495,1,496,20,Lost
Andhra Pradesh,Kakinada,MERLA BHAVANI SANKARA PRASAD,Independent,908,2,910,21,Lost
Andhra Pradesh,Kakinada,VINJAMALLA CHITTI BABU,Independent,1394,6,1400,22,Lost
Andhra Pradesh,Kakinada,None of the Above,NOTA,4158,200,4358,23,Lost
Andhra Pradesh,Amalapuram ,AITHABATHULA JOGESWARA VENKATA BUTCHI MAHESWARA RAO,Indian National Congress,12092,90,12182,1,Won
Andhra Pradesh,Amalapuram ,GEDDAM SAMPADA RAO,Bahujan Samaj Party,7117,102,7219,2,Lost
Andhra Pradesh,Amalapuram ,DR PANDULA RAVINDRA BABU,Telugu Desam,591480,3067,594547,3,Lost
Andhra Pradesh,Amalapuram ,KUNCHE PEDASATYANARAYANA,Pyramid Party of India,4543,17,4560,4,Lost
Andhra Pradesh,Amalapuram ,KONKI VENKATA RAO,Republican Paksha (Khoripa),3220,13,3233,5,Lost
Andhra Pradesh,Amalapuram ,PINIPE VISWARUPU,Yuvajana Sramika Rythu Congress Party,470804,3167,473971,6,Lost
Andhra Pradesh,Amalapuram ,VIJAYA CHAKRAVARTHY PANTHAGADA,Republican Party of India (Khobragade),2861,6,2867,7,Lost
Andhra Pradesh,Amalapuram ,G.V.HARSHA KUMAR,Jai Samaikyandhra Party,9587,344,9931,8,Lost
Andhra Pradesh,Amalapuram ,UNDRU GANI RAJU,Independent,856,6,862,9,Lost
Andhra Pradesh,Amalapuram ,KASI CHANDRAMOULI,Independent,1090,20,1110,10,Lost
Andhra Pradesh,Amalapuram ,KOMMU SATYAVATHI,Independent,619,6,625,11,Lost
Andhra Pradesh,Amalapuram ,BHASKARA RAO BUNGA,Independent,816,8,824,12,Lost
Andhra Pradesh,Amalapuram ,YALANGI RAMESH,Independent,1161,10,1171,13,Lost
Andhra Pradesh,Amalapuram ,VADDI WINSTON CHURCHILL,Independent,1676,8,1684,14,Lost
Andhra Pradesh,Amalapuram ,None of the Above,NOTA,5992,149,6141,15,Lost
Andhra Pradesh,Rajahmundry,DURGESH KANDULA,Indian National Congress,21056,187,21243,1,Won
Andhra Pradesh,Rajahmundry,MARRE BABJI,Bahujan Samaj Party,6037,42,6079,2,Lost
Andhra Pradesh,Rajahmundry,MURALI MOHAN MAGANTI,Telugu Desam,627653,2920,630573,3,Lost
Andhra Pradesh,Rajahmundry,KOLLABATHULA RICHMOND CAREY,GaAP,5457,24,5481,4,Lost
Andhra Pradesh,Rajahmundry,BODDU VENKATARAMANA CHOWDARY,Yuvajana Sramika Rythu Congress Party,461204,1935,463139,5,Lost
Andhra Pradesh,Rajahmundry,MULLAPUDI SATYANARAYANA,Jai Samaikyandhra Party,11540,178,11718,6,Lost
Andhra Pradesh,Rajahmundry,MEDA SRINIVAS,Rashtriya Praja Congress (Secular),985,6,991,7,Lost
Andhra Pradesh,Rajahmundry,SANGISETTI SRINIVASA RAO,Pyramid Party of India,1322,7,1329,8,Lost
Andhra Pradesh,Rajahmundry,ANNAMDEVULA DHARMA RAO,Independent,588,2,590,9,Lost
Andhra Pradesh,Rajahmundry,CHEEKATLA VENKATESWARA RAO,Independent,1351,5,1356,10,Lost
Andhra Pradesh,Rajahmundry,PALLA VENKATA NAIDU(PRADEEP),Independent,978,11,989,11,Lost
Andhra Pradesh,Rajahmundry,POLU PEDA VENGALA REDDY,Independent,764,1,765,12,Lost
Andhra Pradesh,Rajahmundry,MUTYALA RAMBABU,Independent,1277,5,1282,13,Lost
Andhra Pradesh,Rajahmundry,ILLA GOVINDA RAJAN,Independent,1390,0,1390,14,Lost
Andhra Pradesh,Rajahmundry,None of the Above,NOTA,7361,95,7456,15,Lost
Andhra Pradesh,Narsapuram,KANUMURU BAPI RAJU,Indian National Congress,26859,224,27083,1,Won
Andhra Pradesh,Narsapuram,GOKARAJU GANGA RAJU,Bharatiya Janata Party,537498,2808,540306,2,Lost
Andhra Pradesh,Narsapuram,CHINTAPALLI KANAKA RAO,Bahujan Samaj Party,8454,37,8491,3,Lost
Andhra Pradesh,Narsapuram,S.V.P.K.H.G.KRISHNAM RAJU,Pyramid Party of India,4205,27,4232,4,Lost
Andhra Pradesh,Narsapuram,GITADAS DAS,pjdl,23255,5,23260,5,Lost
Andhra Pradesh,Narsapuram,NALLI RAJESH,Republican Paksha (Khoripa),6705,3,6708,6,Lost
Andhra Pradesh,Narsapuram,VANKA RAVINDRANATH,Yuvajana Sramika Rythu Congress Party,452576,2379,454955,7,Lost
Andhra Pradesh,Narsapuram,SAROJA  POLASAPALLI,Jai Samaikyandhra Party,6704,134,6838,8,Lost
Andhra Pradesh,Narsapuram,ADDANKI (SEKHAR BABU) DORABABU,Independent,1339,11,1350,9,Lost
Andhra Pradesh,Narsapuram,BADAMPUDI SIVA,Independent,1597,8,1605,10,Lost
Andhra Pradesh,Narsapuram,MEDAPATI  VARAHALA REDDY,Independent,1242,8,1250,11,Lost
Andhra Pradesh,Narsapuram,VANGALAPUDI YASHYAA,Independent,1274,7,1281,12,Lost
Andhra Pradesh,Narsapuram,VOLETI VENKATA LAKSHMANA RAO,Independent,1295,3,1298,13,Lost
Andhra Pradesh,Narsapuram,SHIVAJI GOTTUMUKKALA,Independent,2274,12,2286,14,Lost
Andhra Pradesh,Narsapuram,None of the Above,NOTA,7900,104,8004,15,Lost
Andhra Pradesh,Eluru ,NETALA RAMESH BABU,Bahujan Samaj Party,11624,46,11670,1,Won
Andhra Pradesh,Eluru ,MAGANTI VENKATESWARA RAO (BABU),Telugu Desam,620374,3097,623471,2,Lost
Andhra Pradesh,Eluru ,MUSUNURI NAGESWARA RAO,Indian National Congress,11680,90,11770,3,Lost
Andhra Pradesh,Eluru ,ASHOK YANTRAPATI,MaSP,1205,7,1212,4,Lost
Andhra Pradesh,Eluru ,GOVADA VIJAYA KUMARI,pjdl,4477,6,4483,5,Lost
Andhra Pradesh,Eluru ,THOTA CHANDRA SEKHAR,Yuvajana Sramika Rythu Congress Party,518063,3482,521545,6,Lost
Andhra Pradesh,Eluru ,MENDEM SANTOSH KUMAR ( PEDABABULU),ILP(AP),3409,14,3423,7,Lost
Andhra Pradesh,Eluru ,U .V. RAMA RAO,Pyramid Party of India,1311,12,1323,8,Lost
Andhra Pradesh,Eluru ,SAVANAPUDI NAGARAJU,MCPI,2310,8,2318,9,Lost
Andhra Pradesh,Eluru ,K.V.V.SATYANARAYANA,Jai Samaikyandhra Party,2761,112,2873,10,Lost
Andhra Pradesh,Eluru ,GANGADHARA RAO NANNAPANENI,Independent,1293,9,1302,11,Lost
Andhra Pradesh,Eluru ,JULURI BHASKARA VEERA VENKATA ANIL KUMAR GUPTA,Independent,750,1,751,12,Lost
Andhra Pradesh,Eluru ,K.VIJAYA LAKSHMI PANDIT,Independent,1312,8,1320,13,Lost
Andhra Pradesh,Eluru ,U VENKATESWARARAO (U.V),Independent,3957,14,3971,14,Lost
Andhra Pradesh,Eluru ,C.V.SARADA DEVI,Independent,2715,6,2721,15,Lost
Andhra Pradesh,Eluru ,None of the Above,NOTA,7479,65,7544,16,Lost
Andhra Pradesh,Machilipatnam ,KONAKALLA NARAYANA RAO,Telugu Desam,583374,3906,587280,1,Won
Andhra Pradesh,Machilipatnam ,PRASADA RAO PEGGEM,Bahujan Samaj Party,4057,28,4085,2,Lost
Andhra Pradesh,Machilipatnam ,SISTLA RAMESH,Indian National Congress,13992,119,14111,3,Lost
Andhra Pradesh,Machilipatnam ,KAMMILI SRINIVAS,Jai Samaikyandhra Party,7508,184,7692,4,Lost
Andhra Pradesh,Machilipatnam ,KOLUSU PARTHA SARATHY,Yuvajana Sramika Rythu Congress Party,502875,3348,506223,5,Lost
Andhra Pradesh,Machilipatnam ,VADAPALLI RAGHUNADH,Pyramid Party of India,4393,8,4401,6,Lost
Andhra Pradesh,Machilipatnam ,JAMPANA SRINIVASA GOUD,Independent,921,10,931,7,Lost
Andhra Pradesh,Machilipatnam ,PARASA SRINIVASA RAO,Independent,3395,4,3399,8,Lost
Andhra Pradesh,Machilipatnam ,MOHAMMAD ISHAQ,Independent,1758,12,1770,9,Lost
Andhra Pradesh,Machilipatnam ,YUNDURI SUBRAMANYASWARA RAO (MANI),Independent,1596,1,1597,10,Lost
Andhra Pradesh,Machilipatnam ,YARLAGADDA RAMA MOHAN RAO,Independent,1398,7,1405,11,Lost
Andhra Pradesh,Machilipatnam ,None of the Above,NOTA,8003,168,8171,12,Lost
Andhra Pradesh,Vijayawada,AVINASH DEVINENI,Indian National Congress,39524,236,39760,1,Won
Andhra Pradesh,Vijayawada,KESINENI SRINIVAS (NANI),Telugu Desam,589702,3251,592953,2,Lost
Andhra Pradesh,Vijayawada,CHIGURUPATI RAMALINGESWARA RAO,Bahujan Samaj Party,3549,33,3582,3,Lost
Andhra Pradesh,Vijayawada,ISHWARYA LAKSHMI CHINNAM,Jai Samaikyandhra Party,5175,121,5296,4,Lost
Andhra Pradesh,Vijayawada,KAMBALA. SUBRAHMANYAM (SASTRY),Welfare Party of India,7529,10,7539,5,Lost
Andhra Pradesh,Vijayawada,KONERU RAJENDRA PRASAD,Yuvajana Sramika Rythu Congress Party,514926,3313,518239,6,Lost
Andhra Pradesh,Vijayawada,RAJA KUMARI GUNDAPANENI,Pyramid Party of India,2564,7,2571,7,Lost
Andhra Pradesh,Vijayawada,SUNKARA KRISHNA MURTHY,ARPS,799,4,803,8,Lost
Andhra Pradesh,Vijayawada,HAR MOHINDER SINGH SAHANI,Aam Aadmi Party,3021,67,3088,9,Lost
Andhra Pradesh,Vijayawada,ALTAF ALI MOHAMED,Independent,1164,4,1168,10,Lost
Andhra Pradesh,Vijayawada,AHMED ANSARI SYED,Independent,499,5,504,11,Lost
Andhra Pradesh,Vijayawada,P.V. KRISHNAIAH,Independent,420,3,423,12,Lost
Andhra Pradesh,Vijayawada,KONERU RAJENDRA PRASAD,Independent,861,153,1014,13,Lost
Andhra Pradesh,Vijayawada,KONERU RAMACHANDRA PRASAD,Independent,1077,22,1099,14,Lost
Andhra Pradesh,Vijayawada,CHATRAGADDA PRATAP,Independent,948,2,950,15,Lost
Andhra Pradesh,Vijayawada,TATINENI SRINIVASA RAO,Independent,2454,6,2460,16,Lost
Andhra Pradesh,Vijayawada,DASARI VENKATA NAGESH,Independent,1871,3,1874,17,Lost
Andhra Pradesh,Vijayawada,M.PHANI PRAKASH,Independent,2808,1,2809,18,Lost
Andhra Pradesh,Vijayawada,BOLISETTY HARIBABU,Independent,662,5,667,19,Lost
Andhra Pradesh,Vijayawada,V.R.K.MURTHY.,Independent,745,4,749,20,Lost
Andhra Pradesh,Vijayawada,YARAM KATAM RAJU,Independent,1401,1,1402,21,Lost
Andhra Pradesh,Vijayawada,SURAPANENI SARATBABU,Independent,1515,6,1521,22,Lost
Andhra Pradesh,Vijayawada,None of the Above,NOTA,5165,129,5294,23,Lost
Andhra Pradesh,Guntur,ABDUL WAHEED SHAIK,Indian National Congress,46677,141,46818,1,Won
Andhra Pradesh,Guntur,JAYADEV GALLA,Telugu Desam,615170,3247,618417,2,Lost
Andhra Pradesh,Guntur,MALLELA BABU RAO,Bahujan Samaj Party,4201,22,4223,3,Lost
Andhra Pradesh,Guntur,ABBURI KOTESWARA RAO,Pyramid Party of India,1635,1,1636,4,Lost
Andhra Pradesh,Guntur,EMANI CHANDRA SEKHAR RAO,NPT,1454,1,1455,5,Lost
Andhra Pradesh,Guntur,UDAIA KUMAR MUSUKU,ICSP,2814,38,2852,6,Lost
Andhra Pradesh,Guntur,KATA VEERA VARA PRASAD,Aam Aadmi Party,2289,55,2344,7,Lost
Andhra Pradesh,Guntur,DR. KOUTHARAPU RAVINDRA,GRIP,2586,8,2594,8,Lost
Andhra Pradesh,Guntur,BALASHOWRY VALLABHANENI,Yuvajana Sramika Rythu Congress Party,545602,3704,549306,9,Lost
Andhra Pradesh,Guntur,MALLELA VENKATA RAO,Jai Samaikyandhra Party,5554,54,5608,10,Lost
Andhra Pradesh,Guntur,ARUDALA VENKATESWARA RAO,Independent,901,7,908,11,Lost
Andhra Pradesh,Guntur,BITRA VENKATA SIVANNARAYANA,Independent,1166,3,1169,12,Lost
Andhra Pradesh,Guntur,None of the Above,NOTA,7530,66,7596,13,Lost
Andhra Pradesh,Narasaraopet,KONDAPALLI VENKATESWARLU,Indian National Congress,22870,73,22943,1,Won
Andhra Pradesh,Narasaraopet,MEKALA HANUMANTHA RAO YADAV,Bahujan Samaj Party,4896,15,4911,2,Lost
Andhra Pradesh,Narasaraopet,SAMBASIVA RAO RAYAPATI,Telugu Desam,629706,2758,632464,3,Lost
Andhra Pradesh,Narasaraopet,AKKI REDDY BHIMANADULA,Pyramid Party of India,7026,6,7032,4,Lost
Andhra Pradesh,Narasaraopet,AYODHYA RAMIREDDY ALLA,Yuvajana Sramika Rythu Congress Party,594230,2954,597184,5,Lost
Andhra Pradesh,Narasaraopet,YELURI SRILATHA,Jai Samaikyandhra Party,5108,34,5142,6,Lost
Andhra Pradesh,Narasaraopet,ROSAIAH SIVAPARAPU,MCPI,1869,8,1877,7,Lost
Andhra Pradesh,Narasaraopet,KANUMURI KOTESWARA RAO,Independent,1401,3,1404,8,Lost
Andhra Pradesh,Narasaraopet,JANGALA SINGARAIAH YADAV,Independent,967,6,973,9,Lost
Andhra Pradesh,Narasaraopet,PARUVURI RAMESH,Independent,1118,0,1118,10,Lost
Andhra Pradesh,Narasaraopet,RAVU SUBRAHMANYAM,Independent,1023,2,1025,11,Lost
Andhra Pradesh,Narasaraopet,None of the Above,NOTA,5943,42,5985,12,Lost
Andhra Pradesh,Bapatla ,DWARAPALLI PHILIP,Bahujan Samaj Party,8093,20,8113,1,Won
Andhra Pradesh,Bapatla ,PANABAKA LAKSHMI,Indian National Congress,22963,109,23072,2,Lost
Andhra Pradesh,Bapatla ,MALYADRI SRIRAM,Telugu Desam,574690,3455,578145,3,Lost
Andhra Pradesh,Bapatla ,EDA CHENNAIAH,Aam Aadmi Party,3924,24,3948,4,Lost
Andhra Pradesh,Bapatla ,PERLI PRASANNA DEEVENA KUMAR (PRASANNA),ILP(AP),2959,8,2967,5,Lost
Andhra Pradesh,Bapatla ,YALLAMATI RAMESH,Pyramid Party of India,8406,8,8414,6,Lost
Andhra Pradesh,Bapatla ,VARIKUTI AMRUTHAPANI,Yuvajana Sramika Rythu Congress Party,542461,2930,545391,7,Lost
Andhra Pradesh,Bapatla ,R.D.WILSON,Jai Samaikyandhra Party,3617,40,3657,8,Lost
Andhra Pradesh,Bapatla ,GADDE THYAGARAJU,Independent,747,2,749,9,Lost
Andhra Pradesh,Bapatla ,GOGULAMUDI NARASIMHA RAO,Independent,718,2,720,10,Lost
Andhra Pradesh,Bapatla ,NAKKALA VEERANJANEYULU,Independent,613,2,615,11,Lost
Andhra Pradesh,Bapatla ,BANDELA NAGESWARA RAO,Independent,666,2,668,12,Lost
Andhra Pradesh,Bapatla ,BABURAO GOLLA,Independent,823,0,823,13,Lost
Andhra Pradesh,Bapatla ,RATNABABU MAMIDI,Independent,1200,6,1206,14,Lost
Andhra Pradesh,Bapatla ,None of the Above,NOTA,6052,94,6146,15,Lost
Andhra Pradesh,Ongole ,KRISHNA RAO VEMULA,Bahujan Samaj Party,5852,12,5864,1,Won
Andhra Pradesh,Ongole ,DARISI PAVAN KUMAR,Indian National Congress,13321,35,13356,2,Lost
Andhra Pradesh,Ongole ,MAGUNTA SREENIVASULU REDDY,Telugu Desam,569401,4901,574302,3,Lost
Andhra Pradesh,Ongole ,GOLLAPALLI KISHORE KUMAR REDDY,Jai Samaikyandhra Party,3705,19,3724,4,Lost
Andhra Pradesh,Ongole ,PAMMI VENKA REDDY,Pyramid Party of India,1382,10,1392,5,Lost
Andhra Pradesh,Ongole ,S.S.N.RAJA YADAV,Aam Aadmi Party,4364,29,4393,6,Lost
